Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Hf,Li,Mg,Mn,Mo,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr,Cluster
0.000,0.000,0.000,0.000,0.000,0.000,0.310,0.129,0.337,0.000,0.000,0.000,0.000,0.153,0.072,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.222,0.000,0.000,0.000,0.000,0.207,0.000,0.210,0.000,0.000,0.000,0.000,0.151,0.064,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.095,0.051,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.347,0.347,0.000,0.000,0.000,0.000,0.000,0.000,0.306,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.313,0.000,0.000,0.000,0.000,0.342,0.141,0.000,0.000,0.000,0.000,0.000,0.000,0.074,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.078,0.052,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.245,0.237,0.000,0.238,0.000,0.000,0.000,0.000,0.000,0.051,0.000,0.000,0.229,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.349,0.000,0.284,0.000,0.000,0.000,0.000,0.000,0.244,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.052,0.000,0.000,0.000,0.000,1.000
0.000,0.176,0.000,0.000,0.000,0.169,0.000,0.163,0.000,0.000,0.000,0.000,0.000,0.164,0.000,0.000,0.000,0.165,0.000,0.000,0.000,0.000,0.000,0.000,0.112,0.050,0.000,0.000,0.000,0.000,1.000
0.000,0.160,0.000,0.000,0.000,0.165,0.166,0.169,0.158,0.000,0.000,0.000,0.000,0.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.000,0.000,0.000,0.000,1.000
0.000,0.295,0.000,0.000,0.000,0.000,0.000,0.164,0.268,0.000,0.000,0.000,0.000,0.102,0.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.069,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.307,0.298,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.328,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.316,0.000,0.000,0.000,0.000,0.000,0.000,0.147,0.051,0.000,0.000,0.290,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.113,0.000,0.000,0.000,0.000,1.000
0.000,0.347,0.000,0.000,0.000,0.000,0.000,0.237,0.343,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.073,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.248,0.277,0.000,0.260,0.000,0.000,0.000,0.000,0.114,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.051,0.000,0.000,0.000,0.000,1.000
0.000,0.179,0.000,0.000,0.000,0.000,0.188,0.000,0.197,0.000,0.000,0.000,0.000,0.132,0.050,0.000,0.000,0.188,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.250,0.000,0.000,0.000,0.304,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.346,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.344,0.331,0.325,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.221,0.225,0.000,0.215,0.000,0.000,0.000,0.000,0.231,0.058,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,1.000
0.000,0.158,0.000,0.000,0.000,0.000,0.172,0.000,0.172,0.000,0.000,0.000,0.000,0.161,0.000,0.000,0.000,0.163,0.000,0.000,0.000,0.000,0.000,0.000,0.123,0.050,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.237,0.240,0.094,0.241,0.000,0.000,0.000,0.000,0.138,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.342,0.318,0.000,0.281,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.182,0.201,0.184,0.181,0.000,0.000,0.000,0.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.110,0.050,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.329,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.324,0.000,0.000,0.000,0.000,1.000
0.000,0.349,0.000,0.000,0.000,0.000,0.000,0.332,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.173,0.147,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.173,0.000,0.185,0.181,0.000,0.000,0.000,0.000,0.168,0.051,0.000,0.000,0.184,0.000,0.000,0.000,0.000,0.000,0.000,0.058,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.301,0.000,0.000,0.000,0.317,0.000,0.000,0.330,0.000,0.000,0.000,0.000,0.000,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.207,0.000,0.000,0.000,0.000,0.218,0.000,0.215,0.000,0.000,0.000,0.000,0.097,0.000,0.000,0.000,0.212,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.349,0.336,0.000,0.000,0.000,0.000,0.000,0.000,0.315,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.173,0.000,0.000,0.000,0.179,0.000,0.176,0.163,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.166,0.000,0.000,0.000,0.000,0.000,0.000,0.092,0.050,0.000,0.000,0.000,0.000,1.000
0.000,0.242,0.000,0.000,0.000,0.233,0.238,0.112,0.000,0.000,0.000,0.000,0.000,0.000,0.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.068,0.000,0.000,0.000,0.000,1.000
0.000,0.213,0.000,0.000,0.000,0.230,0.000,0.121,0.219,0.000,0.000,0.000,0.000,0.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.057,0.000,0.000,0.000,0.000,1.000
0.000,0.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.340,0.310,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.169,0.000,0.000,0.000,0.000,0.177,0.183,0.175,0.000,0.000,0.000,0.000,0.181,0.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.063,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.341,0.000,0.000,0.000,0.000,0.328,0.000,0.000,0.000,0.331,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.298,0.313,0.000,0.000,0.000,0.000,0.000,0.149,0.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.050,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.332,0.000,0.000,0.000,0.000,0.000,0.000,0.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.318,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.341,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.315,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.344,0.000,0.000,0.000,0.000,1.000
0.000,0.343,0.000,0.000,0.000,0.000,0.000,0.000,0.330,0.000,0.000,0.000,0.000,0.326,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.332,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.271,0.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.291,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.299,0.000,0.000,0.000,0.320,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.000,0.000,0.000,0.000,1.000
0.000,0.189,0.000,0.000,0.000,0.228,0.000,0.066,0.247,0.000,0.000,0.000,0.000,0.080,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.331,0.000,0.000,0.344,0.000,0.000,0.000,0.000,0.325,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.337,0.000,0.000,0.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.247,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.215,0.206,0.097,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.314,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.213,0.000,0.000,0.000,0.000,0.207,0.197,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.198,0.000,0.000,0.000,0.000,0.000,0.000,0.134,0.051,0.000,0.000,0.000,0.000,1.000
0.000,0.314,0.000,0.000,0.000,0.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.314,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.342,0.337,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.190,0.000,0.000,0.000,0.000,1.000
0.000,0.204,0.000,0.000,0.000,0.185,0.184,0.118,0.000,0.000,0.000,0.000,0.000,0.065,0.000,0.000,0.000,0.194,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.191,0.000,0.000,0.000,0.278,0.000,0.131,0.000,0.000,0.000,0.000,0.000,0.054,0.000,0.000,0.000,0.346,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.345,0.000,0.000,0.000,0.347,0.000,0.307,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.350,0.322,0.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.317,0.249,0.323,0.000,0.000,0.000,0.000,0.000,0.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.200,0.184,0.000,0.183,0.000,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.189,0.000,0.000,0.000,0.000,0.000,0.000,0.138,0.056,0.000,0.000,0.000,0.000,1.000
0.000,0.273,0.000,0.000,0.000,0.329,0.167,0.000,0.231,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.241,0.082,0.286,0.000,0.000,0.000,0.000,0.121,0.000,0.000,0.000,0.271,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.331,0.000,0.000,0.000,0.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.329,0.000,0.000,0.000,0.000,1.000
0.000,0.171,0.000,0.000,0.000,0.000,0.170,0.169,0.000,0.000,0.000,0.000,0.000,0.178,0.050,0.000,0.000,0.165,0.000,0.000,0.000,0.000,0.000,0.000,0.097,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.188,0.178,0.184,0.000,0.000,0.000,0.000,0.000,0.051,0.000,0.000,0.176,0.000,0.000,0.000,0.000,0.000,0.000,0.137,0.087,0.000,0.000,0.000,0.000,1.000
0.000,0.173,0.000,0.000,0.000,0.175,0.174,0.171,0.000,0.000,0.000,0.000,0.000,0.084,0.051,0.000,0.000,0.172,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.340,0.000,0.000,0.000,0.000,0.222,0.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.287,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.173,0.000,0.000,0.000,0.000,0.168,0.162,0.159,0.000,0.000,0.000,0.000,0.125,0.050,0.000,0.000,0.163,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.340,0.000,0.000,0.339,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.321,0.000,0.000,0.000,0.000,1.000
0.000,0.231,0.000,0.000,0.000,0.212,0.210,0.214,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.082,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.203,0.186,0.185,0.000,0.000,0.000,0.000,0.120,0.050,0.000,0.000,0.201,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.055,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.304,0.000,0.000,0.000,0.000,0.000,0.052,0.000,0.000,0.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.199,0.165,0.216,0.000,0.000,0.000,0.000,0.222,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.096,0.051,0.000,0.000,0.000,0.000,1.000
0.000,0.164,0.000,0.000,0.000,0.196,0.275,0.000,0.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.052,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.338,0.000,0.224,0.346,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.092,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.215,0.000,0.000,0.000,0.199,0.000,0.210,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.211,0.000,0.000,0.000,0.000,0.000,0.000,0.115,0.050,0.000,0.000,0.000,0.000,1.000
0.000,0.343,0.000,0.000,0.000,0.000,0.000,0.225,0.338,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.095,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.313,0.000,0.146,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.324,0.000,0.000,0.000,0.000,0.000,0.000,0.066,0.052,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.275,0.000,0.158,0.250,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.267,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.339,0.332,0.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.227,0.000,0.000,0.000,0.232,0.000,0.181,0.000,0.000,0.000,0.000,0.000,0.236,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.074,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.324,0.322,0.000,0.302,0.000,0.000,0.000,0.000,0.000,0.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.342,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.325,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.347,0.000,0.000,0.000,0.000,0.000,0.000,0.203,0.101,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.209,0.136,0.198,0.000,0.000,0.000,0.000,0.133,0.000,0.000,0.000,0.194,0.000,0.000,0.000,0.000,0.000,0.000,0.081,0.051,0.000,0.000,0.000,0.000,1.000
0.000,0.256,0.000,0.000,0.000,0.000,0.000,0.107,0.301,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.285,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.336,0.316,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.344,0.139,0.345,0.000,0.000,0.000,0.000,0.115,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.056,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.168,0.000,0.000,0.000,0.179,0.175,0.180,0.166,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.082,0.051,0.000,0.000,0.000,0.000,1.000
0.000,0.335,0.000,0.000,0.000,0.345,0.000,0.000,0.320,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.329,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.345,0.000,0.000,0.000,0.000,0.000,0.000,0.326,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.342,0.176,0.000,0.000,0.000,0.000,0.000,0.081,0.000,0.000,0.000,0.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.248,0.000,0.102,0.246,0.000,0.000,0.000,0.000,0.000,0.060,0.000,0.000,0.237,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.057,0.000,0.000,0.000,0.000,1.000
0.000,0.177,0.000,0.000,0.000,0.000,0.000,0.161,0.170,0.000,0.000,0.000,0.000,0.170,0.050,0.000,0.000,0.178,0.000,0.000,0.000,0.000,0.000,0.000,0.094,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.264,0.000,0.000,0.000,0.000,0.219,0.000,0.288,0.000,0.000,0.000,0.000,0.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.054,0.051,0.000,0.000,0.000,0.000,1.000
0.000,0.172,0.000,0.000,0.000,0.186,0.171,0.142,0.000,0.000,0.000,0.000,0.000,0.107,0.000,0.000,0.000,0.173,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.201,0.000,0.000,0.000,0.184,0.192,0.000,0.185,0.000,0.000,0.000,0.000,0.187,0.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.190,0.000,0.000,0.000,0.201,0.000,0.184,0.197,0.000,0.000,0.000,0.000,0.178,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.331,0.000,0.000,0.000,0.000,0.342,0.000,0.000,0.000,0.000,0.000,0.000,0.327,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.345,0.000,0.000,0.335,0.000,0.000,0.000,0.000,0.199,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.121,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.196,0.000,0.000,0.000,0.180,0.189,0.136,0.000,0.000,0.000,0.000,0.000,0.071,0.000,0.000,0.000,0.177,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.196,0.000,0.000,0.000,0.000,0.182,0.135,0.189,0.000,0.000,0.000,0.000,0.069,0.000,0.000,0.000,0.178,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.174,0.000,0.000,0.000,0.000,0.166,0.184,0.000,0.000,0.000,0.000,0.000,0.000,0.099,0.000,0.000,0.178,0.000,0.000,0.000,0.000,0.000,0.000,0.149,0.051,0.000,0.000,0.000,0.000,1.000
0.000,0.345,0.000,0.000,0.000,0.000,0.000,0.347,0.000,0.000,0.000,0.000,0.000,0.000,0.137,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.171,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.349,0.000,0.000,0.000,0.346,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.178,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.074,0.000,0.000,0.000,0.000,1.000
0.000,0.162,0.000,0.000,0.000,0.178,0.000,0.177,0.000,0.000,0.000,0.000,0.000,0.174,0.050,0.000,0.000,0.164,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.095,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.346,0.000,0.000,0.000,0.329,0.000,0.000,0.000,0.000,0.000,0.000,0.325,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.332,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.327,0.145,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.196,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.242,0.000,0.000,0.245,0.000,0.000,0.000,0.000,0.120,0.000,0.000,0.000,0.265,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.051,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.340,0.000,0.339,0.000,0.000,0.000,0.000,0.000,0.138,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.182,0.000,0.000,0.000,0.000,1.000
0.000,0.323,0.000,0.000,0.000,0.000,0.318,0.163,0.000,0.000,0.000,0.000,0.000,0.146,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.335,0.316,0.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.330,0.000,0.000,0.000,0.000,0.000,0.245,0.000,0.000,0.000,0.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.078,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.276,0.000,0.000,0.264,0.000,0.000,0.000,0.000,0.135,0.000,0.000,0.000,0.273,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.051,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.291,0.000,0.000,0.000,0.000,0.000,0.259,0.000,0.000,0.000,0.341,0.000,0.000,0.000,0.000,0.000,0.000,0.109,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.336,0.000,0.000,0.000,0.000,0.000,0.310,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.248,0.105,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.311,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.332,0.000,0.000,0.344,0.000,0.000,0.000,0.000,0.178,0.074,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.073,0.000,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.308,0.226,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.114,0.051,0.000,0.000,0.000,0.000,1.000
0.000,0.000,0.000,0.000,0.000,0.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.240,0.074,0.000,0.000,0.338,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
